,Starters,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,team,game_id
3,Lisa Thompson,20,0,5,0.0,0,3,0.0,0,2,0.0,0,0,,0,1,1,3,0,0,0,1,0,rutgers,2024-01-17-01-illinois
4,Antonia Bates,20,0,1,0.0,0,1,0.0,0,0,,0,0,,0,3,3,1,1,1,1,5,0,rutgers,2024-01-17-01-illinois
6,Chyna Cornwell,26,2,4,0.5,2,4,0.5,0,0,,4,6,0.667,2,4,6,0,0,1,2,3,8,rutgers,2024-01-17-01-illinois
7,Jillian Huerter,24,3,5,0.6,1,3,0.333,2,2,1.0,0,0,,0,2,2,0,0,0,2,1,8,rutgers,2024-01-17-01-illinois
8,Erica Lafayette,17,2,3,0.667,0,0,,2,3,0.667,0,0,,1,0,1,0,0,0,0,2,6,rutgers,2024-01-17-01-illinois
9,Kennedy Brandt,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,rutgers,2024-01-17-01-illinois
0,Adalia McKenzie,31,5,7,0.714,5,7,0.714,0,0,,4,5,0.8,1,2,3,1,3,0,1,2,14,illinois,2024-01-17-01-illinois
1,Kendall Bostic,28,6,8,0.75,5,7,0.714,1,1,1.0,0,0,,0,7,7,0,0,0,0,4,13,illinois,2024-01-17-01-illinois
2,Genesis Bryant,27,6,12,0.5,5,8,0.625,1,4,0.25,4,4,1.0,0,1,1,4,0,0,0,1,17,illinois,2024-01-17-01-illinois
3,Makira Cook,27,6,14,0.429,6,13,0.462,0,1,0.0,0,0,,0,0,0,7,2,0,0,0,12,illinois,2024-01-17-01-illinois
4,Camille Hobby,25,5,9,0.556,4,8,0.5,1,1,1.0,1,1,1.0,2,6,8,1,0,1,3,4,12,illinois,2024-01-17-01-illinois
6,Gretchen Dolan,23,5,8,0.625,4,6,0.667,1,2,0.5,0,0,,0,1,1,2,0,0,0,1,11,illinois,2024-01-17-01-illinois
7,Brynn Shoup-Hill,15,1,1,1.0,1,1,1.0,0,0,,3,4,0.75,2,3,5,0,0,3,1,1,5,illinois,2024-01-17-01-illinois
8,Shay Bollin,10,1,3,0.333,0,0,,1,3,0.333,0,0,,0,0,0,1,0,0,1,3,3,illinois,2024-01-17-01-illinois
9,Kam'Ren Rhodes,9,1,3,0.333,0,2,0.0,1,1,1.0,2,2,1.0,0,0,0,1,0,0,0,0,5,illinois,2024-01-17-01-illinois
10,Cori Allen,4,2,4,0.5,2,4,0.5,0,0,,0,1,0.0,3,2,5,0,0,0,0,0,4,illinois,2024-01-17-01-illinois
11,Samantha Dewey,2,0,1,0.0,0,1,0.0,0,0,,0,0,,1,0,1,0,0,0,0,1,0,illinois,2024-01-17-01-illinois
0,Amaya Battle,38,8,16,0.5,8,15,0.533,0,1,0.0,2,2,1.0,1,7,8,7,3,0,3,3,18,minnesota,2024-01-28-01-illinois
1,Grace Grocholski,36,3,12,0.25,2,4,0.5,1,8,0.125,0,0,,0,0,0,0,1,0,2,3,7,minnesota,2024-01-28-01-illinois
2,Mallory Heyer,33,4,8,0.5,1,2,0.5,3,6,0.5,0,0,,3,3,6,1,0,0,1,1,11,minnesota,2024-01-28-01-illinois
3,Mara Braun,32,6,12,0.5,2,4,0.5,4,8,0.5,2,2,1.0,0,5,5,4,1,1,0,0,18,minnesota,2024-01-28-01-illinois
4,Sophie Hart,27,5,10,0.5,5,10,0.5,0,0,,0,0,,0,3,3,0,1,0,2,3,10,minnesota,2024-01-28-01-illinois
6,Maggie Czinano,12,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,1,2,3,1,0,0,1,0,0,minnesota,2024-01-28-01-illinois
7,Niamya Holloway,11,0,3,0.0,0,3,0.0,0,0,,0,0,,3,1,4,1,1,0,0,0,0,minnesota,2024-01-28-01-illinois
8,Janay Sanders,9,1,4,0.25,1,4,0.25,0,0,,2,3,0.667,1,3,4,0,0,0,1,4,4,minnesota,2024-01-28-01-illinois
9,Ayianna Johnson,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,minnesota,2024-01-28-01-illinois
0,Makira Cook,38,7,14,0.5,4,7,0.571,3,7,0.429,5,6,0.833,1,2,3,4,1,0,1,3,22,illinois,2024-01-28-01-illinois
1,Kendall Bostic,38,2,6,0.333,2,5,0.4,0,1,0.0,2,2,1.0,4,13,17,5,1,1,2,2,6,illinois,2024-01-28-01-illinois
2,Genesis Bryant,38,7,17,0.412,4,11,0.364,3,6,0.5,2,2,1.0,0,5,5,7,1,2,4,2,19,illinois,2024-01-28-01-illinois
3,Camille Hobby,31,9,13,0.692,9,12,0.75,0,1,0.0,1,1,1.0,0,6,6,1,1,0,1,3,19,illinois,2024-01-28-01-illinois
4,Adalia McKenzie,26,1,3,0.333,1,3,0.333,0,0,,0,0,,0,2,2,0,1,0,1,1,2,illinois,2024-01-28-01-illinois
6,Gretchen Dolan,21,2,4,0.5,2,3,0.667,0,1,0.0,1,2,0.5,0,0,0,1,0,0,1,2,5,illinois,2024-01-28-01-illinois
7,Brynn Shoup-Hill,5,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,illinois,2024-01-28-01-illinois
8,Shay Bollin,2,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,illinois,2024-01-28-01-illinois
0,Makira Cook,45,4,19,0.211,3,14,0.214,1,5,0.2,5,6,0.833,0,3,3,8,1,2,1,1,14,illinois,2024-02-05-00-purdue
1,Adalia McKenzie,42,7,15,0.467,7,13,0.538,0,2,0.0,1,1,1.0,12,5,17,5,1,0,5,3,15,illinois,2024-02-05-00-purdue
2,Kendall Bostic,42,10,15,0.667,8,13,0.615,2,2,1.0,2,2,1.0,2,13,15,3,3,2,1,3,24,illinois,2024-02-05-00-purdue
3,Genesis Bryant,42,3,15,0.2,1,6,0.167,2,9,0.222,1,2,0.5,2,2,4,4,2,0,2,2,9,illinois,2024-02-05-00-purdue
4,Camille Hobby,24,1,7,0.143,1,7,0.143,0,0,,3,4,0.75,4,1,5,0,0,1,2,4,5,illinois,2024-02-05-00-purdue
6,Gretchen Dolan,23,2,3,0.667,1,1,1.0,1,2,0.5,0,0,,1,2,3,0,0,1,1,2,5,illinois,2024-02-05-00-purdue
7,Brynn Shoup-Hill,7,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,1,2,0,illinois,2024-02-05-00-purdue
0,Jeanae Terry,45,4,9,0.444,4,9,0.444,0,0,,1,2,0.5,3,6,9,14,3,0,3,2,9,purdue,2024-02-05-00-purdue
1,Abbey Ellis,42,2,12,0.167,1,5,0.2,1,7,0.143,0,0,,2,4,6,1,2,0,0,2,5,purdue,2024-02-05-00-purdue
2,Madison Layden,41,5,17,0.294,3,8,0.375,2,9,0.222,2,2,1.0,0,5,5,2,1,0,0,3,14,purdue,2024-02-05-00-purdue
3,Mary Ashley Stevenson,35,8,15,0.533,8,15,0.533,0,0,,9,9,1.0,4,5,9,0,1,0,3,3,25,purdue,2024-02-05-00-purdue
4,Caitlyn Harper,29,6,9,0.667,5,8,0.625,1,1,1.0,3,3,1.0,0,0,0,0,1,1,2,4,16,purdue,2024-02-05-00-purdue
6,Rashunda Jones,13,1,3,0.333,1,3,0.333,0,0,,0,2,0.0,0,1,1,1,1,0,0,0,2,purdue,2024-02-05-00-purdue
7,Jayla Smith,9,2,4,0.5,2,2,1.0,0,2,0.0,0,0,,0,1,1,1,0,1,1,0,4,purdue,2024-02-05-00-purdue
8,Mila Reynolds,8,1,2,0.5,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,1,1,2,purdue,2024-02-05-00-purdue
9,McKenna Layden,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,purdue,2024-02-05-00-purdue
10,Alaina Harper,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,purdue,2024-02-05-00-purdue
11,Sophie Swanson,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,purdue,2024-02-05-00-purdue
0,Casey Harter,29,2,7,0.286,2,5,0.4,0,2,0.0,3,3,1.0,0,0,0,3,0,0,1,1,7,northwestern,2024-02-08-01-illinois
1,Paige Mott,28,6,10,0.6,6,10,0.6,0,0,,1,2,0.5,3,6,9,3,2,0,0,3,13,northwestern,2024-02-08-01-illinois
2,Caileigh Walsh,26,3,8,0.375,3,6,0.5,0,2,0.0,3,6,0.5,1,3,4,0,0,0,3,3,9,northwestern,2024-02-08-01-illinois
3,Caroline Lau,23,1,8,0.125,1,5,0.2,0,3,0.0,1,2,0.5,2,2,4,3,2,0,2,5,3,northwestern,2024-02-08-01-illinois
4,Hailey Weaver,22,4,9,0.444,2,4,0.5,2,5,0.4,0,0,,1,3,4,1,1,1,1,2,10,northwestern,2024-02-08-01-illinois
6,Melannie Daley,29,4,9,0.444,4,9,0.444,0,0,,0,0,,2,1,3,6,2,0,1,4,8,northwestern,2024-02-08-01-illinois
7,Maggie Pina,28,3,5,0.6,0,0,,3,5,0.6,6,6,1.0,0,2,2,1,0,0,3,2,15,northwestern,2024-02-08-01-illinois
8,Jasmine McWilliams,9,1,2,0.5,1,2,0.5,0,0,,0,0,,1,1,2,1,0,0,3,1,2,northwestern,2024-02-08-01-illinois
9,Alana Goodchild,4,1,2,0.5,1,1,1.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,2,northwestern,2024-02-08-01-illinois
10,Crystal Wang,2,1,1,1.0,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,1,0,2,northwestern,2024-02-08-01-illinois
0,Genesis Bryant,38,3,9,0.333,3,5,0.6,0,4,0.0,3,3,1.0,1,3,4,7,3,0,4,1,9,illinois,2024-02-08-01-illinois
1,Kendall Bostic,33,3,6,0.5,3,5,0.6,0,1,0.0,2,2,1.0,1,12,13,0,1,1,1,4,8,illinois,2024-02-08-01-illinois
2,Adalia McKenzie,32,8,11,0.727,8,10,0.8,0,1,0.0,4,5,0.8,4,1,5,2,2,0,3,3,20,illinois,2024-02-08-01-illinois
3,Makira Cook,26,5,8,0.625,5,7,0.714,0,1,0.0,9,11,0.818,0,0,0,3,1,0,2,3,19,illinois,2024-02-08-01-illinois
4,Camille Hobby,25,3,8,0.375,3,8,0.375,0,0,,3,4,0.75,1,1,2,0,1,0,0,2,9,illinois,2024-02-08-01-illinois
6,Gretchen Dolan,26,3,10,0.3,2,7,0.286,1,3,0.333,2,2,1.0,2,1,3,1,0,1,2,1,9,illinois,2024-02-08-01-illinois
7,Shay Bollin,9,3,3,1.0,1,1,1.0,2,2,1.0,0,0,,0,1,1,0,0,0,1,2,8,illinois,2024-02-08-01-illinois
8,Brynn Shoup-Hill,6,0,0,,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,4,0,illinois,2024-02-08-01-illinois
9,Kam'Ren Rhodes,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,illinois,2024-02-08-01-illinois
10,Cori Allen,2,0,2,0.0,0,2,0.0,0,0,,0,0,,2,0,2,0,0,0,0,0,0,illinois,2024-02-08-01-illinois
0,Kamy Peppler,33,3,11,0.273,1,2,0.5,2,9,0.222,1,3,0.333,1,5,6,7,4,0,3,2,9,milwaukee,2023-11-07-19-wisconsin
1,Angie Cera,30,1,5,0.2,0,2,0.0,1,3,0.333,2,2,1.0,0,3,3,0,1,0,5,5,5,milwaukee,2023-11-07-19-wisconsin
2,Grace Crowley,28,0,2,0.0,0,2,0.0,0,0,,2,2,1.0,1,8,9,0,3,0,4,4,2,milwaukee,2023-11-07-19-wisconsin
3,Kendall Nead,26,8,22,0.364,6,13,0.462,2,9,0.222,0,0,,4,1,5,0,0,0,4,1,18,milwaukee,2023-11-07-19-wisconsin
4,Anna Lutz,18,3,5,0.6,2,3,0.667,1,2,0.5,0,0,,2,5,7,0,0,0,0,5,7,milwaukee,2023-11-07-19-wisconsin
6,Jada Donaldson,30,1,5,0.2,1,5,0.2,0,0,,2,2,1.0,1,1,2,2,0,0,3,1,4,milwaukee,2023-11-07-19-wisconsin
7,Jada Williams,23,0,3,0.0,0,2,0.0,0,1,0.0,4,7,0.571,3,2,5,1,2,0,2,2,4,milwaukee,2023-11-07-19-wisconsin
8,Vanessa Jurewicz,9,1,3,0.333,1,2,0.5,0,1,0.0,0,0,,0,1,1,0,0,0,4,3,2,milwaukee,2023-11-07-19-wisconsin
9,Jorey Buwalda,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,3,2,0,milwaukee,2023-11-07-19-wisconsin
0,Ronnie Porter,36,2,7,0.286,1,2,0.5,1,5,0.2,2,4,0.5,1,6,7,3,4,0,4,1,7,wisconsin,2023-11-07-19-wisconsin
1,D'Yanis Jimenez,35,5,13,0.385,4,11,0.364,1,2,0.5,5,6,0.833,0,5,5,3,1,0,5,3,16,wisconsin,2023-11-07-19-wisconsin
2,Serah Williams,30,6,14,0.429,5,12,0.417,1,2,0.5,5,10,0.5,6,8,14,1,4,3,8,3,18,wisconsin,2023-11-07-19-wisconsin
3,Natalie Leuzinger,30,2,5,0.4,1,2,0.5,1,3,0.333,0,0,,1,2,3,1,0,0,2,2,5,wisconsin,2023-11-07-19-wisconsin
4,Brooke Schramek,29,1,4,0.25,1,1,1.0,0,3,0.0,4,6,0.667,0,5,5,1,0,0,1,3,6,wisconsin,2023-11-07-19-wisconsin
6,Sania Copeland,22,4,4,1.0,2,2,1.0,2,2,1.0,0,0,,0,1,1,4,1,0,2,3,10,wisconsin,2023-11-07-19-wisconsin
7,Ana Guillen,12,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,1,0,1,0,0,0,3,0,0,wisconsin,2023-11-07-19-wisconsin
8,Imbie Jones,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0,wisconsin,2023-11-07-19-wisconsin
9,Leena Patibandla,2,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,wisconsin,2023-11-07-19-wisconsin
10,Tessa Grady,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,wisconsin,2023-11-07-19-wisconsin
0,Raegan McCowan,30,5,16,0.313,5,15,0.333,0,1,0.0,3,6,0.5,3,8,11,0,1,0,2,2,13,western-illinois,2023-11-09-20-wisconsin
1,Allie Meadows,26,0,4,0.0,0,2,0.0,0,2,0.0,2,4,0.5,2,4,6,3,2,0,1,3,2,western-illinois,2023-11-09-20-wisconsin
2,Alissa Dins,25,0,1,0.0,0,1,0.0,0,0,,2,6,0.333,0,4,4,0,1,0,4,3,2,western-illinois,2023-11-09-20-wisconsin
3,Anna Deets,25,2,13,0.154,1,5,0.2,1,8,0.125,1,2,0.5,2,2,4,0,0,0,1,1,6,western-illinois,2023-11-09-20-wisconsin
4,Addi Brownfield,22,3,5,0.6,3,4,0.75,0,1,0.0,6,9,0.667,0,4,4,1,1,0,5,5,12,western-illinois,2023-11-09-20-wisconsin
6,Carla Flores,17,1,1,1.0,1,1,1.0,0,0,,2,2,1.0,0,1,1,1,1,0,1,1,4,western-illinois,2023-11-09-20-wisconsin
7,Kaylen Reed,14,0,2,0.0,0,1,0.0,0,1,0.0,0,0,,0,1,1,1,1,0,4,2,0,western-illinois,2023-11-09-20-wisconsin
8,Mallory McDermott,14,2,5,0.4,0,0,,2,5,0.4,2,2,1.0,1,2,3,0,1,0,1,2,8,western-illinois,2023-11-09-20-wisconsin
9,Jasmine Nichols,10,1,1,1.0,1,1,1.0,0,0,,0,0,,1,1,2,0,0,0,1,2,2,western-illinois,2023-11-09-20-wisconsin
10,Kennedy Flanagan,9,0,1,0.0,0,1,0.0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,western-illinois,2023-11-09-20-wisconsin
11,Lily Randgaard,7,1,4,0.25,0,1,0.0,1,3,0.333,0,0,,0,1,1,0,1,1,0,1,3,western-illinois,2023-11-09-20-wisconsin
0,Brooke Schramek,31,2,5,0.4,0,1,0.0,2,4,0.5,4,8,0.5,0,8,8,0,0,0,3,2,10,wisconsin,2023-11-09-20-wisconsin
1,Serah Williams,29,3,5,0.6,3,5,0.6,0,0,,1,2,0.5,2,4,6,1,1,0,3,2,7,wisconsin,2023-11-09-20-wisconsin
2,Ronnie Porter,29,5,11,0.455,4,5,0.8,1,6,0.167,1,4,0.25,2,11,13,3,5,1,3,4,12,wisconsin,2023-11-09-20-wisconsin
3,Natalie Leuzinger,28,4,10,0.4,1,1,1.0,3,9,0.333,2,4,0.5,0,2,2,1,2,1,2,1,13,wisconsin,2023-11-09-20-wisconsin
4,D'Yanis Jimenez,24,4,9,0.444,4,8,0.5,0,1,0.0,1,3,0.333,0,2,2,5,2,0,1,5,9,wisconsin,2023-11-09-20-wisconsin
6,Sania Copeland,30,3,8,0.375,2,3,0.667,1,5,0.2,3,4,0.75,0,1,1,4,2,0,1,3,10,wisconsin,2023-11-09-20-wisconsin
7,Ana Guillen,14,1,3,0.333,1,3,0.333,0,0,,2,2,1.0,1,2,3,0,0,0,1,1,4,wisconsin,2023-11-09-20-wisconsin
8,Imbie Jones,6,0,1,0.0,0,1,0.0,0,0,,0,0,,1,0,1,0,0,0,1,2,0,wisconsin,2023-11-09-20-wisconsin
9,Leena Patibandla,5,0,3,0.0,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,1,0,wisconsin,2023-11-09-20-wisconsin
10,Tessa Grady,3,3,4,0.75,0,1,0.0,3,3,1.0,0,0,,1,1,2,0,0,1,0,0,9,wisconsin,2023-11-09-20-wisconsin
0,Tori Nelson,36,1,6,0.167,1,6,0.167,0,0,,2,2,1.0,1,3,4,4,3,2,6,3,4,south-dakota-state,2023-11-14-01-wisconsin
1,Brooklyn Meyer,35,6,11,0.545,6,11,0.545,0,0,,7,10,0.7,6,5,11,2,1,5,5,3,19,south-dakota-state,2023-11-14-01-wisconsin
2,Madison Mathiowetz,32,4,6,0.667,3,4,0.75,1,2,0.5,4,5,0.8,0,1,1,0,3,0,2,2,13,south-dakota-state,2023-11-14-01-wisconsin
3,Ellie Colbeck,31,2,5,0.4,0,3,0.0,2,2,1.0,0,0,,0,4,4,1,0,0,7,1,6,south-dakota-state,2023-11-14-01-wisconsin
4,Madysen Vlastuin,31,3,4,0.75,0,0,,3,4,0.75,0,0,,0,5,5,2,2,0,4,0,9,south-dakota-state,2023-11-14-01-wisconsin
6,Jenna Hopp,18,0,5,0.0,0,2,0.0,0,3,0.0,2,2,1.0,0,0,0,2,0,0,3,4,2,south-dakota-state,2023-11-14-01-wisconsin
7,Mesa Byom,18,4,6,0.667,3,5,0.6,1,1,1.0,2,2,1.0,1,6,7,1,0,0,1,3,11,south-dakota-state,2023-11-14-01-wisconsin
0,Brooke Schramek,37,6,16,0.375,4,11,0.364,2,5,0.4,0,0,,2,4,6,1,0,1,2,4,14,wisconsin,2023-11-14-01-wisconsin
1,Natalie Leuzinger,37,2,4,0.5,1,3,0.333,1,1,1.0,0,0,,0,3,3,3,0,0,2,3,5,wisconsin,2023-11-14-01-wisconsin
2,Ronnie Porter,34,7,13,0.538,4,6,0.667,3,7,0.429,0,0,,2,1,3,6,5,0,4,2,17,wisconsin,2023-11-14-01-wisconsin
3,D'Yanis Jimenez,28,2,7,0.286,1,4,0.25,1,3,0.333,4,4,1.0,0,1,1,1,0,0,2,2,9,wisconsin,2023-11-14-01-wisconsin
4,Serah Williams,17,5,13,0.385,5,13,0.385,0,0,,1,3,0.333,2,1,3,0,0,4,4,5,11,wisconsin,2023-11-14-01-wisconsin
6,Sania Copeland,33,3,6,0.5,1,2,0.5,2,4,0.5,0,0,,0,2,2,4,1,0,1,0,8,wisconsin,2023-11-14-01-wisconsin
7,Ana Guillen,7,0,2,0.0,0,1,0.0,0,1,0.0,0,2,0.0,0,0,0,1,1,0,0,0,0,wisconsin,2023-11-14-01-wisconsin
8,Tessa Grady,4,1,1,1.0,1,1,1.0,0,0,,0,0,,0,1,1,0,1,0,0,1,2,wisconsin,2023-11-14-01-wisconsin
9,Imbie Jones,2,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0,wisconsin,2023-11-14-01-wisconsin
10,Tessa Towers,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,wisconsin,2023-11-14-01-wisconsin
0,Ronnie Porter,35,6,14,0.429,6,11,0.545,0,3,0.0,3,3,1.0,1,3,4,6,3,0,0,0,15,wisconsin,2023-11-19-01-kansas-state
1,Brooke Schramek,32,5,12,0.417,4,8,0.5,1,4,0.25,0,0,,0,8,8,2,0,0,0,1,11,wisconsin,2023-11-19-01-kansas-state
2,Sania Copeland,30,2,5,0.4,1,1,1.0,1,4,0.25,0,0,,0,1,1,2,2,0,2,0,5,wisconsin,2023-11-19-01-kansas-state
3,Natalie Leuzinger,29,0,3,0.0,0,0,,0,3,0.0,0,0,,2,2,4,3,1,0,4,3,0,wisconsin,2023-11-19-01-kansas-state
4,Serah Williams,29,7,15,0.467,6,12,0.5,1,3,0.333,7,10,0.7,1,8,9,0,0,3,5,1,22,wisconsin,2023-11-19-01-kansas-state
6,D'Yanis Jimenez,23,0,1,0.0,0,1,0.0,0,0,,2,2,1.0,0,2,2,0,0,1,4,1,2,wisconsin,2023-11-19-01-kansas-state
7,Tessa Grady,15,0,0,,0,0,,0,0,,0,0,,1,2,3,0,0,0,0,1,0,wisconsin,2023-11-19-01-kansas-state
8,Ana Guillen,2,0,1,0.0,0,0,,0,1,0.0,0,0,,0,0,0,0,0,0,1,0,0,wisconsin,2023-11-19-01-kansas-state
9,Imbie Jones,2,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,1,1,0,wisconsin,2023-11-19-01-kansas-state
10,Leena Patibandla,2,0,0,,0,0,,0,0,,2,2,1.0,0,0,0,0,0,0,0,0,2,wisconsin,2023-11-19-01-kansas-state
0,Jaelyn Glenn,30,4,7,0.571,1,2,0.5,3,5,0.6,0,0,,0,2,2,4,3,0,1,1,11,kansas-state,2023-11-19-01-kansas-state
1,Ayoka Lee,27,9,16,0.563,9,16,0.563,0,0,,2,2,1.0,3,2,5,1,1,3,0,4,20,kansas-state,2023-11-19-01-kansas-state
2,Gabby Gregory,23,3,9,0.333,0,1,0.0,3,8,0.375,1,2,0.5,0,1,1,8,2,0,3,0,10,kansas-state,2023-11-19-01-kansas-state
3,Serena Sundell,23,1,3,0.333,0,1,0.0,1,2,0.5,0,0,,0,7,7,2,0,0,0,2,3,kansas-state,2023-11-19-01-kansas-state
4,Brylee Glenn,22,4,7,0.571,2,3,0.667,2,4,0.5,1,2,0.5,0,3,3,2,1,0,1,1,11,kansas-state,2023-11-19-01-kansas-state
6,Taryn Sides,19,1,5,0.2,0,2,0.0,1,3,0.333,0,0,,0,1,1,5,1,0,0,0,3,kansas-state,2023-11-19-01-kansas-state
7,Zyanna Walker,16,1,5,0.2,1,5,0.2,0,0,,0,2,0.0,0,4,4,1,0,0,2,1,2,kansas-state,2023-11-19-01-kansas-state
8,Gisela Sanchez,11,2,4,0.5,2,2,1.0,0,2,0.0,0,2,0.0,1,2,3,0,0,0,1,1,4,kansas-state,2023-11-19-01-kansas-state
9,Heavenly Greer,10,1,2,0.5,1,2,0.5,0,0,,0,0,,1,2,3,0,0,0,1,3,2,kansas-state,2023-11-19-01-kansas-state
10,Ja'Mia Harris,8,2,4,0.5,1,3,0.333,1,1,1.0,0,0,,0,0,0,1,2,0,2,1,5,kansas-state,2023-11-19-01-kansas-state
11,Eliza Maupin,6,2,3,0.667,2,3,0.667,0,0,,0,0,,2,1,3,0,0,0,0,1,4,kansas-state,2023-11-19-01-kansas-state
12,Rebekah Dallinger,6,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,kansas-state,2023-11-19-01-kansas-state
0,Ronnie Porter,39,3,15,0.2,1,10,0.1,2,5,0.4,0,0,,2,8,10,1,5,1,2,3,8,wisconsin,2023-11-24-14-arkansas
1,Serah Williams,36,2,7,0.286,2,5,0.4,0,2,0.0,5,7,0.714,1,8,9,1,1,1,5,1,9,wisconsin,2023-11-24-14-arkansas
2,D'Yanis Jimenez,34,6,10,0.6,4,8,0.5,2,2,1.0,3,4,0.75,0,4,4,2,1,0,3,2,17,wisconsin,2023-11-24-14-arkansas
3,Brooke Schramek,26,2,8,0.25,1,4,0.25,1,4,0.25,1,2,0.5,0,2,2,2,0,0,3,4,6,wisconsin,2023-11-24-14-arkansas
4,Natalie Leuzinger,22,4,6,0.667,3,4,0.75,1,2,0.5,0,0,,1,1,2,0,0,0,1,5,9,wisconsin,2023-11-24-14-arkansas
6,Sania Copeland,32,4,8,0.5,1,2,0.5,3,6,0.5,0,0,,0,3,3,5,0,0,3,2,11,wisconsin,2023-11-24-14-arkansas
7,Ana Guillen,10,1,2,0.5,1,1,1.0,0,1,0.0,0,0,,0,0,0,1,0,1,0,1,2,wisconsin,2023-11-24-14-arkansas
8,Tessa Grady,1,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,0,0,wisconsin,2023-11-24-14-arkansas
0,Makayla Daniels,38,7,15,0.467,2,5,0.4,5,10,0.5,3,6,0.5,4,4,8,3,2,1,4,3,22,arkansas,2023-11-24-14-arkansas
1,Taliah Scott,38,6,20,0.3,2,8,0.25,4,12,0.333,2,2,1.0,0,5,5,1,1,0,1,1,18,arkansas,2023-11-24-14-arkansas
2,Samara Spencer,35,3,17,0.176,0,6,0.0,3,11,0.273,4,6,0.667,1,5,6,2,2,1,3,1,13,arkansas,2023-11-24-14-arkansas
3,Saylor Poffenbarger,32,2,8,0.25,2,4,0.5,0,4,0.0,0,4,0.0,3,7,10,2,3,1,1,1,4,arkansas,2023-11-24-14-arkansas
4,Maryam Dauda,31,2,4,0.5,2,3,0.667,0,1,0.0,0,0,,6,5,11,3,2,3,2,4,4,arkansas,2023-11-24-14-arkansas
6,Emrie Ellis,10,0,0,,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,2,0,arkansas,2023-11-24-14-arkansas
7,Carly Keats,8,1,2,0.5,1,1,1.0,0,1,0.0,2,2,1.0,1,1,2,0,0,0,0,1,4,arkansas,2023-11-24-14-arkansas
8,Sasha Goforth,7,0,4,0.0,0,2,0.0,0,2,0.0,0,0,,0,0,0,0,0,0,1,1,0,arkansas,2023-11-24-14-arkansas
0,Andrea Daley,37,8,17,0.471,7,16,0.438,1,1,1.0,4,6,0.667,4,3,7,0,0,0,6,2,21,boston-college,2023-11-25-17-boston-college
1,Kaylah Ivey,33,2,6,0.333,1,3,0.333,1,3,0.333,0,0,,1,3,4,9,3,0,1,1,5,boston-college,2023-11-25-17-boston-college
2,T'Yana Todd,33,4,12,0.333,4,8,0.5,0,4,0.0,2,3,0.667,2,0,2,2,1,0,0,4,10,boston-college,2023-11-25-17-boston-college
3,Dontavia Waggoner,32,4,7,0.571,4,7,0.571,0,0,,4,6,0.667,2,2,4,2,6,0,5,4,12,boston-college,2023-11-25-17-boston-college
4,Teya Sidberry,32,5,15,0.333,4,11,0.364,1,4,0.25,4,4,1.0,3,4,7,1,2,1,2,1,15,boston-college,2023-11-25-17-boston-college
6,JoJo Lacey,13,1,5,0.2,1,2,0.5,0,3,0.0,0,0,,0,3,3,0,0,0,1,3,2,boston-college,2023-11-25-17-boston-college
7,Kayla Lezama,9,0,1,0.0,0,0,,0,1,0.0,0,0,,1,1,2,0,0,0,1,2,0,boston-college,2023-11-25-17-boston-college
8,Nene Ndiaye,8,1,1,1.0,1,1,1.0,0,0,,3,3,1.0,0,0,0,0,0,0,0,0,5,boston-college,2023-11-25-17-boston-college
